num_lote|est_lote|nro_tpo|num_orden|tip_os|est_os|co_acceje|observaciones|Id_Serial_TP|
201709003069|EL005|311085|5295300|TO250|EO011|AV401|MEDIDOR 141630141 LECT 837 CIRCUTOR SELLO DE BO 190904 BUENO VOL 120 SELLO DH 192931|11223D036F|
201709003069|EL005|311085|5295300|TO250|EO011|AV413|SELLO ENCONTRADO EN BO 190904|11223D036F|
201709003069|EL005|311085|5295300|TO250|EO011|AV597| |11223D036F|
201709003069|EL005|311085|5295300|TO250|EO011|AV706|#FC193527 #DIA290917 #TE223-210 ATT PREDIO SOLO #ND213821 #TR900950 KVA ILEJ|11223D036F|
201709003069|EL005|311085|5298125|TO250|EO004|AV706|#FC193528 #FA6611 #DIA290917 #TE223-210 ATT KAREN CHAVARRIAGA #ND213739 #TR1029010 KVA 50 CEL 3205704691|11223D036F|
201709003069|EL005|311085|5298125|TO250|EO004|AV420|SELLO R 525676|11223D036F|
201709003069|EL005|311085|5298125|TO250|EO004|AV402|MEDIDOR 10086426 LECT 23998,4 SKAITER VOL 120 SELLO INST 461676-77 SELLO DE CR 136254-55 CENSO TV2 0,16KW COMPUTADO MESA1 0,25KW NEV1 0,124KW LAV1 0,75KW LIC1 0,4KW BOMBILL 60W 6 0,36KW|11223D036F|
201709003069|EL005|311085|5298125|TO250|EO004|AV250| |11223D036F|
201709003069|EL005|311085|5298125|TO250|EO004|AV068|SE VISITA PREDIO CLIENTE NOTIFICADO MEDIDOR DESCALIBRADO REVISADO CON ANTERIORIDAD CON FC 232142 SELLO INST 461676-77|11223D036F|
201709003069|EL005|311085|5298125|TO250|EO004|AV036| |11223D036F|
201709003069|EL005|311085|5298125|TO250|EO004|AV019|SE NORMALIZA CAMBIANDO MEDID Y EL RETIRADO SE ENVIA AL LAB EN BOLSA 985401 SERV QUEDA NORMAL MEDIDOR INST 141680281 LECT 1|11223D036F|
201709003069|EL005|311085|5298148|TO250|EO011|AV706|#FC193529 #DIA290917 #TE223-210 ATT LUZ MURIEL #ND213796 #TR0 KVA 45|11223D036F|
201709003069|EL005|311085|5298148|TO250|EO011|AV707| |11223D036F|
201709003069|EL005|311085|5298148|TO250|EO011|AV597| |11223D036F|
201709003069|EL005|311085|5298148|TO250|EO011|AV442|MEDIDOR 3000010839 LECT 97,83 UNION VOL 3/120/208 SELLO EN BO 492168-69 SELLO DE CRIST 6307468-69|11223D036F|
201709003069|EL005|311085|5298148|TO250|EO011|AV311|SE VISITA PREDIO POR REPORTE DE MEDIDOR CON REGISTRO DANADO MEDIDOR FUE CAMBIADO CON ANTERIORIDAD MEDIDOR INSTALAD EN POSTE DE EPSA|11223D036F|
201709003069|EL005|311085|5298148|TO250|EO011|AV310|MEDIDOR EN SITIO 3000010839 SE HACE INSPECCION PARA CERRAR ORDEN|11223D036F|
201709003069|EL005|311085|5305917|TO154|EO004|AV068|MEDIDOR VECINO 1000022715 MEDIDOR INST 3000019258 LECT 1,42 SELLO INST 550602-03|11223D036F|
201709003069|EL005|311085|5305917|TO154|EO004|AV094|#FC193530 #DIA290917 #TE223-210 ATT JHON CARDONA #ND0 #TR23216 KVA 10 CEL 3148170811|11223D036F|
201709003069|EL005|311085|5305917|TO154|EO004|AV097| |11223D036F|
201709003069|EL005|311085|5305917|TO154|EO004|AV241| |11223D036F|
201709003069|EL005|311085|5305917|TO154|EO004|AV292| |11223D036F|
201709003069|EL005|311085|5305917|TO154|EO004|AV310| |11223D036F|
201709003069|EL005|311085|5305917|TO154|EO004|AV438|SE INSTALA NUEVO SERVICIO A 220V EN ALQUILER EN POSTE CLIENTE|11223D036F|
201709003073|EL005|311073|5305184|TO801|EO011|AV404|MED3000016204 LECT 719 MARCA UNION ANO 2016 DH1255409 TIPO DTS-353 CALIBRACION ELEM1 2,44% ELEM2 1,20% CENSO NEV1 TV1 LICU1 LAVA1 PLANCHA1 VENTI1 EXTRACTOR1|11223D032C|
201709003073|EL005|311073|5305184|TO801|EO011|AV310|NO SE ENCONTRARON FUGAS INTERNAS EN LA PRUEVA EN VACIO CLIENTE UTILIZA EXTRACTOR DE 1.15AMP CADA VEZ QUE COCINA SE LE RECOMIENDA MEJOR USU DE LOS ELECTRODOMESTICOS CENSO DICTADO POR EL USUARIO|11223D032C|
201709003073|EL005|311073|5305184|TO801|EO011|AV094|#DIA29092017 #FC232576 #TE237-250 #ND118919 #TR1015737 KVA 10 ATT GRENCI YANETH CARABALI CEL 3118997182 PROPIETARIA|11223D032C|
201709003073|EL005|311073|5305184|TO801|EO011|AV074| |11223D032C|
201709003073|EL005|311073|5305184|TO801|EO011|AV420|COMP1 BOMB20W 10 TOTAL2904KW SE ENCONTRO MED EN FACHADA DE VIVIENDA DENTRO DE CAJA ACRILICA SE REALIZAN PRUEBAS CON PINZA Y CARGA RESISTIVA MD DENTRO DEL RANGO CON IMPULSO Y REGISTRO NORMAL|11223D032C|
201709003073|EL005|311073|5305678|TO801|EO011|AV074| |11223D032C|
201709003073|EL005|311073|5305678|TO801|EO011|AV310|CARGA ENCONTRADA EN EL MOMENTO DE LA VISITA 2.73 AMP, SE LE TOMA CARGA  A LA NEVERA 2.73AMP, SE RELAIZA PRUEBA EN VACIO Y NO SE ENCONTRO NINGUN TIPO DE FUGA, PREDIO QUEDA CON ENERGIA|11223D032C|
201709003073|EL005|311073|5305678|TO801|EO011|AV404|MED PYAG0705 LECT 70986 MARCA ISKRA TIPO E73C 15-60A 120V, CALIBRACION 6.05% CENSO NEVERA 1, T.V 1, LAVADORA 1, PLANCHA 1, LICUADORA 1, BOMBILLO AHORRADOR 25W 8, MOTOR 1/2 HP 1 TOTAL 2502,08|11223D032C|
201709003073|EL005|311073|5305678|TO801|EO011|AV420|SR515952 SI492836, SE ENCONTRO MEDIDOR DENTRO DE CAJA METALICA UBICADO EN FACHADA DE VIVIENDA, SE REALIZA PRUEBA CON PINZA Y CARGA Y RESISTIVA MEDIDOR DENTRO DEL RANGO, CON GIRO Y REGISTRO NORMAL|11223D032C|
201709003073|EL005|311073|5305678|TO801|EO011|AV094|#FC232579 #DIA290917 HORA 4:45-5:19PM #TE237-250 ATDE GLADYS VICTORIA PROPIETARIA TEL 3106593573 #ND118596 #TR1074709 50KVA|11223D032C|
201709003073|EL005|311073|5305721|TO801|EO004|AV036| |11223D032C|
201709003073|EL005|311073|5305721|TO801|EO004|AV094|#DIA29092017 #FC232574 #TE237-250 #ND118919 #TR1015737 KVA10 ATT MARIA CRISTINA ACAVADO CEL 3186150047 PROPIETARIA|11223D032C|
201709003073|EL005|311073|5305721|TO801|EO004|AV241| |11223D032C|
201709003073|EL005|311073|5305721|TO801|EO004|AV310| |11223D032C|
201709003073|EL005|311073|5305721|TO801|EO004|AV311| |11223D032C|
201709003073|EL005|311073|5305721|TO801|EO004|AV068|SE VISITO PREDIO PARA REINSTALACION DE SERVICIO A 120V EN ALQUILER MED ANTE 3000011844 MED POSTE 60190627 PREDIO QUEDA CON ENERGIA|11223D032C|
201709003073|EL005|311073|5305721|TO801|EO004|AV406| |11223D032C|
201709003073|EL005|311073|5305833|TO801|EO004|AV036| |11223D032C|
201709003073|EL005|311073|5305833|TO801|EO004|AV094|#FC232578 #DIA290917 HORA 2:55-4:30PM #TE237-250 ATDE DIEGO ORLANDO ARCE TEL 2236939 PROPIETARIO #ND118595 #TR195137 37.5KVA|11223D032C|
201709003073|EL005|311073|5305833|TO801|EO004|AV241| |11223D032C|
201709003073|EL005|311073|5305833|TO801|EO004|AV310|PREDIO QUEDA CON ENERGIA|11223D032C|
201709003073|EL005|311073|5305833|TO801|EO004|AV068|SE ENCONTRARON ADECUACIONES LISTAS PARA EL CAMBIO DE POTENCIA, SE REALIZA EL CAMBIO DE POTENCIA DE 110V A 220V, QUEDANDO PREDIO CON ENERGIA, MATERIAL RETIRADO SE ENTREGA AL USUARIO, SERVICIO ALQUILER|11223D032C|
201709003073|EL005|311073|5305833|TO801|EO004|AV420|SR512120 SI492834 BO-492835 CAJA|11223D032C|
201709003073|EL005|311073|5305833|TO801|EO004|AV406|MED YAB43328 LECT 79275 MARCA ISKRA TIPO E73C 15-60A 120V, CALIBRACION 4.63%, SE REVISA MEDIDOR CON PINZA Y CARGA RESISTIVA ENCONTRANDOSE DEL RANGO, CON GIRO Y REGISTRO NORMAL|11223D032C|
201709003073|EL005|311073|5306293|TO811|EO011|AV311|SE VISITA PREDIO POR REPORTE DE VIVIENDA SIN ENERGIA SE ENCONTRO MED DENTRO DE CAJA METALICA EN FACHADA DE VIVIENDA DANO CORRESPONDE A SECTOR B SOLUCIONADO CON ANTERIORIDAD PREDIO CON ENERGIA|11223D032C|
201709003073|EL005|311073|5306293|TO811|EO011|AV400|MED19616516 LECT16234,4 MARCA ISKRA TIPO E82C2 DH 31933|11223D032C|
201709003073|EL005|311073|5306293|TO811|EO011|AV310| |11223D032C|
201709003073|EL005|311073|5306293|TO811|EO011|AV094|#DIA29092017 #FC232576 #TE237-250 #ND118794 #TR195135 KVA25 ATTMARIA ROSALBA PARRA CEL 3113395206|11223D032C|
201709003073|EL005|311073|5306293|TO811|EO011|AV074| |11223D032C|
201709003073|EL005|311073|5306325|TO801|EO011|AV074| |11223D032C|
201709003073|EL005|311073|5306325|TO801|EO011|AV094|#DIA29092017 #FC232577 #TE237-250 #ND118794 #TR195135 KVA25 ATT JOSE VICENTE OROZCO CEL 3104570396 PROPIETARIO|11223D032C|
201709003073|EL005|311073|5306325|TO801|EO011|AV310|SE ENCONTRO CON UNA CARGA DE 5.61 AMP SE LE RECOMIENDA AL USUARIO REALIZAR UNA REVISION A LA INSTALACIONES INTERNAS POR MOTIVO DE QUE TIENE UNA FUGA INTERNA|11223D032C|
201709003073|EL005|311073|5306325|TO801|EO011|AV404|MED25063618 LECT42399,3 MARCA ISKRA TIPOE82FP2 ANO1998 DH2570 CALIBRACION 3,89% CENSO NEV2 TV2 MOTOR1HP 2 LAVA1 BOMB25W 11 TOTAL 2147,16KW|11223D032C|
201709003073|EL005|311073|5306325|TO801|EO011|AV420|SE ENCONTRO MED DENTRO DE CAJA M/CA MED UBICADO EN LA ENTRADA DE LA PROPIEDAD SE REVISA MED CON PINZA Y CARGA RESISTIVA MED DENTRO DEL RANGO CON GIRO Y REGISTRO NORMAL EN EL MOMENTO DE LA VISITA|11223D032C|
201709003074|EL005|1028505|5302874|TO801|EO011|AV404|MD6677200692 LEC25420,7 MARCA CHINT TIPO 1 PRUEBA ALT-2.91 BAJ6.04 NO SE TOMA CENSO ALMACEN DE ADORNOS NAVIDENOS SBR 595327 SBI560875-76|31028505|
201709003074|EL005|1028505|5302874|TO801|EO011|AV311|SE VISITA PREDIO SE ENCONTRO OCUPADO CON SERVICIO CON AMPERAJE INSTANTANEO 11.36 SE REVISA MD CON PINZA ESTANDO DENTRO DEL RANGO SE ENCONTRO MD PARA DOS LOCALES UNO CON AMPERAJE DE 9.4 Y DOS 2.0|31028505|
201709003074|EL005|1028505|5302874|TO801|EO011|AV310|MD CON PULSO Y REGISTRO NORMAL SIN DESLIZAMIENTO.NO SE PUEDE TOMAR CENSOALMACEN DE ARTICULOSNAVIDENOS SERVICIO QUEDA OK EN EL SITIO|31028505|
201709003074|EL005|1028505|5302874|TO801|EO011|AV094|#DIA290917 #FC232731PREDIO OCUPADO CON SERVICIO #TR1575 #ND209510 KVA112.5 ATT OSCARPINZON CC6452002 TEL3137255640 #TE206-244|31028505|
201709003074|EL005|1028505|5302874|TO801|EO011|AV074| |31028505|
201709003074|EL005|1028505|5305040|TO811|EO004|AV337|SE VISITA PREDIO SE ENCONTRO OCUPADO SIN SERVICIO SE ENCONTR UC SIN CONECTORES EN RED DE BT.SE INSTALAN CONECTORES QUEDANDO SERVICIO OK EN EL SITIO|31028505|
201709003074|EL005|1028505|5305040|TO811|EO004|AV401|MD901076104 LEC02442,2 MARCA METREX TIPO 1 SBR401491 SBI560865-66|31028505|
201709003074|EL005|1028505|5305040|TO811|EO004|AV311| |31028505|
201709003074|EL005|1028505|5305040|TO811|EO004|AV310| |31028505|
201709003074|EL005|1028505|5305040|TO811|EO004|AV094|#DIA290917 # FC232729 PREDIO OCUPADO SIN SERVICIO #TR902222 #ND215778 KVA25 ATT JANETH MEDINA CC 29820166 TEL 3148344757 #TE206-244|31028505|
201709003074|EL005|1028505|5305040|TO811|EO004|AV074| |31028505|
201709003074|EL005|1028505|5305040|TO811|EO004|AV068|SERVICIO SE ENCUENTRA EN ALQUILER SIN COBRO PARA USUARIO. SBR401491 SBI560865-66|31028505|
201709003074|EL005|1028505|5305168|TO801|EO004|AV036| |31028505|
201709003074|EL005|1028505|5305168|TO801|EO004|AV068|SE VISITA PREDIO OCUPADO CON SERVICIO SE REVISA MD CON PINZA ESTANDO DENTRO DEL RANGO,SE CAMBIA MD DE 220V ATRIFASICO SE INSTALA MD Y UC SERVICIO QUEDA OK EN EL SITIO SE VERIFICA VOLTAGE F1 123.0 F2 1201709003074|31028505|
201709003074|EL005|1028505|5305168|TO801|EO004|AV094|#DIA290919 #FC232730 PREDIO OCUPADO CON SERVICIO #TR67544 #,KVA208009 KVA75 ATT DIANA NORENA TEL3105063685 #TE206-244|31028505|
201709003074|EL005|1028505|5305168|TO801|EO004|AV241| |31028505|
201709003074|EL005|1028505|5305168|TO801|EO004|AV310|MDR 1038134 MDI 3000019179 SBR 473963 SBI 560867-68-69|31028505|
201709003074|EL005|1028505|5305168|TO801|EO004|AV406|MD1038134 LEC02711,7 MARCA TECUN TIPO 3 PRUEBA ELEMT1 ALT3.33 BAJ 4.35 ELEMT2 ALT4.14 BAJ4.11 SBR473963 SBI560867-68-69|31028505|
201709003074|EL005|1028505|5305168|TO801|EO004|AV311|F2122.6 F3 122.4 MD VECINO 19234495 SBR 473963 SBI 560867-68-69|31028505|
201709003079|EL005|1028502|5302939|TO550|EO004|AV420|SE REINTEGRA MD A ALMACN ENECON|31028502|
201709003079|EL005|1028502|5302939|TO550|EO004|AV068| |31028502|
201709003079|EL005|1028502|5302939|TO550|EO004|AV094|#FC192499 #DIA290917 #ND204398 #TR192908 #TE217-252 KVA0 ATT AURA C BERMUDEZ MD 4858284 LECT MD DANADO HORA 8;09NO CORREO ENCARGADO ENECON MD INST 141680298 SI 562580-1|31028502|
201709003079|EL005|1028502|5302939|TO550|EO004|AV215| |31028502|
201709003079|EL005|1028502|5302939|TO550|EO004|AV310|SE VICITA PRED SE ENCONTRO CON SERVICIO MD DESTRUIDO POR IMPACTO DESTRUIDO SE CAMBIA REINTEGRANDO ALMACN ENECON SE CAMBIA Y SE INSTALA CAJA ALQUILER PRESENTA UC ALQUILER|31028502|
201709003079|EL005|1028502|5302939|TO550|EO004|AV036| |31028502|
201709003079|EL005|1028502|5302939|TO550|EO004|AV402|MD 4858284 LECTURA MD DANADO TECUN 120V 3200CONST 2012 SE CAMBIA MD Y CAJA ALQUILER MD DANADO SE REINTEGRA ALMACN ENECON|31028502|
201709003079|EL005|1028502|5305374|TO804|EO011|AV442|MD 6677176708 LECTURA 24297 CHINT 120-240V 1600CONST 2011 INSPECCION USUARIO REQUIERE REUBICAR MD POR REMODELACIN DEL PREDIO SE LEBINFORNA DE DICHOS DATOS TCNICOS PARA REALIZAR DICHAS ADECUACIONES SE|31028502|
201709003079|EL005|1028502|5305374|TO804|EO011|AV311| |31028502|
201709003079|EL005|1028502|5305374|TO804|EO011|AV310| |31028502|
201709003079|EL005|1028502|5305374|TO804|EO011|AV094|#FC192503 #DIA290917 #ND201841#TR116527 #TE217-252 0KVA ATT ARNOBIS EBANOS MD 6677176708 LECTURA 24297 HORA 15;45 NO CORREO ENCARGADO ENECON INSPECCION PREDII|31028502|
201709003079|EL005|1028502|5305374|TO804|EO011|AV074| |31028502|
201709003079|EL005|1028502|5305976|TO804|EO004|AV405|MD 19519585 LECTURA 20462 ISKRA 120V 750 CONST TIP0 1 PRUEBA PINZA Y RESISTENCIA 1.9% MD DENTRO RANGO CONFORME CENSO DICTADO NEVERA;1.TV;1.EQUIPO SONIDO;1.BMBILLAS100W;5.LAVADORA,;1.=1.335KW PROYECCIO201709003079|31028502|
201709003079|EL005|1028502|5305976|TO804|EO004|AV420|SE VISITA PREDIO CON SERVICIO MD SIN CARGA EN MOMENTO DE VICITA SE ADECUA UC SIN COBRO PASO VEHICULAR SE  CENSO DICTAD CARGA ,1335KW PROYECCIN DE CONSUMO 6KW DIA Y 180KW MES MD EN 1.9% CALIBRACIN COBF201709003079|31028502|
201709003079|EL005|1028502|5305976|TO804|EO004|AV337|SE ADECUA UC PASO VEHICULAR SIN COBRO NO AUTORIZA ACTIVIDADES CON COBRO ALGUNO|31028502|
201709003079|EL005|1028502|5305976|TO804|EO004|AV310| |31028502|
201709003079|EL005|1028502|5305976|TO804|EO004|AV094|#FC192500 #DIA290917 #ND201976 #TR900445 #TE217-252 50 KVA ATT YISET NDRS TAMAYO CC1033713186 MD19519585 LECTURA 20462 HORA 9;58 NO CORREO ENCARGADO ENECON SI 562582-3 SE 202235 CRT 1198479-80|31028502|
201709003079|EL005|1028502|5305976|TO804|EO004|AV074| |31028502|
201709003079|EL005|1028502|5305976|TO804|EO004|AV068| |31028502|
201709003079|EL005|1028502|5306135|TO811|EO004|AV068| |31028502|
201709003079|EL005|1028502|5306135|TO811|EO004|AV094|#FC192501 #DIA290917 #ND202386 #TR116429 #TE217-252 0KVA ATT ELIODORO SALAZAR CEL3113036856 MD44858050 LECTURA19868 HORA 11;10 NO CORREO ENCARGADO ENECON SI562584-5 SCT 194576|31028502|
201709003079|EL005|1028502|5306135|TO811|EO004|AV240|INSTALACIN CAJA Y UC ALQUILER SE DEJA PRED  CON SERVICUO 120-240V SE DEJA COPIA|31028502|
201709003079|EL005|1028502|5306135|TO811|EO004|AV310| |31028502|
201709003079|EL005|1028502|5306135|TO811|EO004|AV401|MD 44858050 LECTURA 19868 ISKRA 120V 2008 CONST 240RV ISKRA TIPO 1 CAMBIO DE UC Y CAJA SE REUBICA MD A POSTE UC PELADA EN TECHO POSIBLEMNT ESTUVO DERIVADA ISTACIONES INTERNAS REGULAR ESTAADO|31028502|
201709003079|EL005|1028502|5306135|TO811|EO004|AV420| |31028502|
201709003079|EL005|1028502|5306135|TO811|EO004|AV074| |31028502|
201709003079|EL005|1028502|11635108|TO543|EO011|AV036| |31028502|
201709003079|EL005|1028502|11635108|TO543|EO011|AV071|MD 1091892 LECTURA 20882 SCHULENB 120V TIPO1 1998 833 CONST DE DEJA UC Y MD RETIRADO UC 25 MTS 3 GRAPAS TENSORAS Y MD 1091892|31028502|
201709003079|EL005|1028502|11635108|TO543|EO011|AV094|#FC192502 #DIA290917 #ND202343 #TR15843 #TE217-252 KVA 0 ATT LUZ ELENA MARNOLEJO MD 1091892 LECTURA20882 HORA 14;09NO CORREO ENCARGADO ENECON SE DESISTALA EQUIPO DE MEDIDA BT|31028502|
201709003079|EL005|1028502|11635108|TO543|EO011|AV307|SE DESISTALA EQUIPO DE MEDIDA BT|31028502|
201709003079|EL005|1028502|11635108|TO543|EO011|AV310|SE DESISTALA EQUIPO DE MEDIDA BT SE RETIRA SUMINISTRO COMPLETO DEJANDO EN PODER DE ENCARGADO COPIA Y MATERIAL RETIRADO|31028502|
201709003079|EL005|1028502|11635108|TO543|EO011|AV420|SE RETIRA EL SUMINISTRO MD Y  UC SE DEJA CAJA EN SITIO|31028502|
201709003081|EL005|311066|5304472|TO502|EO011|AV068| |11223D0364|
201709003081|EL005|311066|5304472|TO502|EO011|AV071|MEDYAI09342 120V LEC30249 ABB TIPO1 CONST1,8 SBR7445139-46 SBI560717 SCI560718 SE RECONECTA DE BO|11223D0364|
201709003081|EL005|311066|5304472|TO502|EO011|AV074| |11223D0364|
201709003081|EL005|311066|5304472|TO502|EO011|AV094|#DIA290917 #FC192960 #TE215-219 #TR2303 #ND216261 50KVA ATT PREDIO SANTIAGO RAMIREZ|11223D0364|
201709003081|EL005|311066|5304472|TO502|EO011|AV310| |11223D0364|
201709003081|EL005|311066|5304472|TO502|EO011|AV325| |11223D0364|
201709003081|EL005|311066|5304472|TO502|EO011|AV420| |11223D0364|
201709003081|EL005|311066|5305188|TO811|EO011|AV068| |11223D0364|
201709003081|EL005|311066|5305188|TO811|EO011|AV074| |11223D0364|
201709003081|EL005|311066|5305188|TO811|EO011|AV094|#DIA290917 #FC192959 #TE215-219 #TR1092553 #ND216458 37,5KVA ATT PREDIO LUIS ALFREDO RODRIGUEZ CEL 3505305331|11223D0364|
201709003081|EL005|311066|5305188|TO811|EO011|AV310| |11223D0364|
201709003081|EL005|311066|5305188|TO811|EO011|AV337| |11223D0364|
201709003081|EL005|311066|5305188|TO811|EO011|AV401|MED19234775 120V LEC24262 ISKRA TIPO1 CONST750 SBR420883 SBI560715 SCI560716 PREDIO CON FLUCTUACION DE VOLTAJE SE AJUSTAN CONEXIONES EN BO Y EN CAJA DE DERIVACION SERVICIO NORMAL|11223D0364|
201709003081|EL005|311066|5305188|TO811|EO011|AV420| |11223D0364|
201709003081|EL005|311066|5305717|TO801|EO004|AV420|SE CAMBIA PARA GARANTIZAR LEC SIN COSTO AL USUARIO NOTA SE CAMBIA RESPALDO DE CAJA METALICA PODRIDO EL SERVICIO QUEDA NORMAL MED RETIRADO SE ENTERGA AL USUARIO|11223D0364|
201709003081|EL005|311066|5305717|TO801|EO004|AV406|MED RETIRADO HTCD3599 240V LEC7182 TIPO2 CONST3,6 PRUEBAS CAL MEDIA -1,49% SBR524541 SBI560719 SCI560720 MED INSTALADO 3000019171 3X120/208V LEC1 UNION TIPO4|11223D0364|
201709003081|EL005|311066|5305717|TO801|EO004|AV310|TV1 NEV1 LAVA1 ARROCE1 LICUA1 BOMBI17W 7|11223D0364|
201709003081|EL005|311066|5305717|TO801|EO004|AV250| |11223D0364|
201709003081|EL005|311066|5305717|TO801|EO004|AV094|#DIA290917 #FC192962 #TE215-219 #TR1010409 #ND216256 50KVA ATT PREDIO RUBIELA ALZATE CON ENERGIA CEL 3137455000|11223D0364|
201709003081|EL005|311066|5305717|TO801|EO004|AV036| |11223D0364|
201709003081|EL005|311066|5305717|TO801|EO004|AV068|PREDIO CON SERVICIO SE REVISA MED CON PINZA DENTRO DEL RANGO SELLOS OK SE ENCONTRO CON UN AMP DE 2,56 EN EL MOMENTO SE ENCONTRO DIFERENCIA EN TOMA DE LEC MED DE MANECILLAS|11223D0364|
201709003081|EL005|311066|5306008|TO811|EO011|AV337|SE INSTALAN CONECTORES SERVICIO QUEDA NORMAL|11223D0364|
201709003081|EL005|311066|5306008|TO811|EO011|AV310| |11223D0364|
201709003081|EL005|311066|5306008|TO811|EO011|AV094|#DIA280917 #FC192956 #TE215-219 #TR600421 #ND221753 25KVA ATT PREDIO WILMER CADAVID SIN ENERGIA CEL 3103596882|11223D0364|
201709003081|EL005|311066|5306008|TO811|EO011|AV074| |11223D0364|
201709003081|EL005|311066|5306008|TO811|EO011|AV401|MED 10025561 240V LEC20033 NANSEN TIPO2 CONST3,6 SBR436684 SBI560707 SCI560708 PREDIO SIN SERVICIO MED EN POSTE SE NORMAILZA UC SULFATADA EN EL TENDIDO|11223D0364|
201709003081|EL005|311066|5306008|TO811|EO011|AV068|CONECTOR PERF 16-95|11223D0364|
201709003081|EL005|311066|5306008|TO811|EO011|AV420| |11223D0364|
201709003081|EL005|311066|5306088|TO801|EO011|AV094|#DIA290917 #FC192961 #TE215-219 #TR1078259 #ND216265 50KVA ATT PREDIO GERMAN AGUDELO CON ENERGIA CEL 3216698163 #PAC|11223D0364|
201709003081|EL005|311066|5306088|TO801|EO011|AV310| |11223D0364|
201709003081|EL005|311066|5306088|TO801|EO011|AV311|DE DE PULGADA Y 1/4 PARA INGRESAR LAS 2 UC USUARIO DEBE ACONDICIONAR|11223D0364|
201709003081|EL005|311066|5306088|TO801|EO011|AV442|MEDYAL76258 ISKRA TIPO1 LEC29306 PREDIO EN REMODELACION USUARIO SOLICITA REUBICAR MED E INSTALAR SERVICIO NUEVO EN EL MISMO SITIO NO ES VIABLE YA QUE ACONDICIONARON CONDULETA|11223D0364|
201709003081|EL005|311066|5306088|TO801|EO011|AV074| |11223D0364|
201709003081|EL005|311066|5306262|TO801|EO011|AV420|SELLOS OK SE ENCONTRO UN AMP DE 0,6 EN EL MOMENTO SERVICIO PARA 2 VIVIENDAS SE LIMPIO VISOR OPACO DE CAJA MP5 DIFICULTABA TOMA DE LEC SERVICIO QUEDA NORMAL|11223D0364|
201709003081|EL005|311066|5306262|TO801|EO011|AV404|MEDFYAE5577 120V LEC2429 FUJI TIPO1 CONST600 PRUEBAS CAL ALTA 1,92% BAJA -0,83% SBR723828 SBI560721 SCI560722 PREDIO CON SERVICIO SE REVISA MED CON PINZA DENTRO DEL RANGO|11223D0364|
201709003081|EL005|311066|5306262|TO801|EO011|AV310|NEV1 TV2 LICUA1 LAMPA20W 5 LAMPA40W 2|11223D0364|
201709003081|EL005|311066|5306262|TO801|EO011|AV094|#DIA290917 #FC192963 #TE215-219 #TR0 #ND216223 50KVA ATT PREDIO ANA CASTILLO CON ENERGIA CEL 3146141914|11223D0364|
201709003081|EL005|311066|5306262|TO801|EO011|AV074| |11223D0364|
201709003081|EL005|311066|11635110|TO543|EO011|AV310| |11223D0364|
